Cl.[Zn],-194.34054565429688
[Ti],-176.4297332763672
O.[Pt].[Pt],-186.763671875
Cl.O.[Zn],-142.74803161621094
C,-162.93527221679688
[Ni].[Ti],-148.76693725585938
[Ni].[Ti],-226.11883544921875
[Cu].[Ti],-228.13937377929688
Cl.Cl.[Zn],-187.4775390625
[Ni],-274.1326904296875
Cl.Cl,-184.3818359375
Cl,-247.43661499023438
Cl.[Ti],-225.02297973632812
[Pd].[Zn].[Zn],-179.92587280273438
Cl.O.O.[Pt],-219.8500518798828
Cl.O.O.[Pt],-209.34164428710938
[Pt],-204.874267578125
Cl.[Cu].[Ti],-211.60165405273438
[Pt].[Pt],-189.99835205078125
[Ni].[Ti],-226.11883544921875
Cl.[Pt].[Pt],-213.3594512939453
Cl.[Ni].[Ti],-270.7286376953125
[Pt].[Pt],-238.4896240234375
[Pt],-204.874267578125
O.[Pt].[Pt].[Pt],-199.01336669921875
Cl,-187.55763244628906
[Pt].[Ti],-242.2809295654297
Cl.O.[Os].[Zn],-210.66030883789062
Cl.[Zn],-184.69796752929688
C.C,-234.27059936523438
[NaH].[Pt],-303.140380859375
O.[Pt],-196.31991577148438
Cl.[Zn].[Zn],-145.61587524414062
Cl.Cl,-275.8614196777344
[Ni].[Ti],-205.5174560546875
[Zn].[Zn].[Zn].[Zn],-191.13804626464844
Br.Cl.Cl,-175.5857696533203
[Pt],-224.4398193359375
[Ti].[Zn],-245.97848510742188
Cl.[Cu],-271.83648681640625
Cl.[Pt],-271.28466796875
[Pd].[Zn],-185.01773071289062
Br.[Zn].[Zn],-174.39089965820312
Cl.[Fe],-224.57125854492188
[Pt].[Pt].[Ti].[Ti],-259.4663391113281
Cl.Cl.[Ti].[Ti],-224.38400268554688
Cl.Cl.[Pt].[Pt],-211.741455078125
[Pt],-352.32550048828125
Cl.Cl.O,-163.714111328125
Cl.Cl.[Ni],-199.17202758789062
Cl,-197.21023559570312
Cl.[Ti].[Zn],-228.0936279296875
C,-211.66897583007812
[Pt],-165.17178344726562
Cl.[Ti],-214.45681762695312
Cl.Cl,-193.78164672851562
[Pt].[Pt].[Pt],-259.6134338378906
Cl.Cl,-175.02207946777344
Cl.[Pt],-244.27687072753906
[NaH].[NaH],-236.22154235839844
Cl,-206.77149963378906
Cl,-226.2860107421875
Cl.[Pt],-201.17794799804688
Cl,-150.31927490234375
Cl.[Cu],-188.78553771972656
I.[Zn],-189.828369140625
Br.Cl.[Ti],-195.4286651611328
Cl.Cl,-193.78164672851562
Cl.[Pt],-181.63064575195312
Cl.[Pt].[Pt],-244.6334228515625
Br,-192.39175415039062
Cl.[Zn].[Zn],-166.2259521484375
Br.Cl.[Ni],-197.27127075195312
I.[Cu],-237.36373901367188
[Cu].[Zn],-133.30580139160156
Cl.Cl.O.[Ti],-190.1881103515625
Cl.O.O,-190.5858154296875
Cl.Cl.[Zn],-145.8826904296875
O.[Ni].[Ti],-112.11448669433594
Br,-144.63143920898438
O.[Pt],-185.93019104003906
[Ti],-245.87255859375
[Zn].[Zn].[Zn],-186.19091796875
[Ni],-193.90011596679688
[Ni].[Pt],-183.16497802734375
O.[Os].[Pd],-185.6637420654297
Cl.[Ti],-166.3546600341797
[Pt].[Ti].[Zn],-224.59716796875
[Cu].[Ti],-332.373779296875
Cl.[Zn],-246.66822814941406
O.O.O.[Pt],-183.61953735351562
Cl.Cl.[Pt],-165.1380157470703
[Ti].[Zn],-138.46124267578125
Cl.[Pt].[Pt],-264.9561462402344
C,-241.3456573486328
Cl.[Ni].[Pt],-228.32359313964844
I,-213.793212890625
Cl,-197.21023559570312
I.I.[Cu],-225.92465209960938
Cl,-197.21023559570312
[Pt].[Ti],-189.62918090820312
Cl.Cl.[Ti].[Ti],-192.4626007080078
Cl.Cl.[Cu],-168.7903289794922
[Ti],-195.74600219726562
O.[Pt].[Pt].[Pt],-171.77413940429688
Cl.I,-222.11874389648438
Br.[Zn],-190.70211791992188
[Pt].[Pt],-216.27780151367188
O.[Pt],-166.47718811035156
[Ni],-285.0289611816406
Cl.[Cu],-188.78553771972656
Br.[Ti],-162.43701171875
[Ti].[Ti],-146.86660766601562
Cl.[Zn],-175.48037719726562
Cl.[Ni].[Ti],-188.69265747070312
[Pt].[Pt],-238.4896240234375
Cl.[Zn].[Zn],-176.67942810058594
Br.Br,-185.95193481445312
Cl.[NaH].[Pt],-223.48619079589844
[Ni].[Ti],-185.80409240722656
[Pt].[Pt],-184.98751831054688
Cl.O.O.[Ti],-177.3984375
Cl.[Ti],-194.48243713378906
Cl.[Ti],-148.06777954101562
Cl.[Pt].[Ti],-142.578125
Cl.[Cu],-208.68572998046875
Br.[Zn],-172.10812377929688
I,-193.8667449951172
Cl,-216.3772430419922
[Ni],-184.77252197265625
Cl.[Zn],-246.66822814941406
Br.Cl.[Zn],-144.90380859375
I.O.[Cu],-164.07142639160156
Cl.[Zn],-194.34054565429688
Cl.[Ti],-148.06777954101562
Cl.[Fe],-171.24429321289062
Cl.[Pt],-144.60350036621094
[Hg],-246.33941650390625
Cl.[Cu],-282.3763427734375
[Ni].[Ti],-148.76693725585938
Cl.O.[Os],-204.50942993164062
O.[Pt].[Pt],-259.72015380859375
Cl.[Zn],-278.7579650878906
Cl.[Ti],-194.48243713378906
Br.[Cu],-132.62368774414062
[Ti],-186.08282470703125
[Pt],-224.4398193359375
Cl.Cl.O,-215.94354248046875
[Pt].[Pt],-165.92825317382812
I.I,-118.8681869506836
Br.Cl,-192.63308715820312
[Ti].[Ti],-146.86660766601562
Cl.[Zn].[Zn].[Zn],-191.66567993164062
O.O.[Pt],-208.75711059570312
Br.Cl.[Zn].[Zn],-212.14431762695312
Cl.I.O.[Ti],-219.44467163085938
Cl.Cl.O,-195.43121337890625
Cl,-263.12213134765625
I.[Ti],-219.71148681640625
Cl.[Cu],-188.78553771972656
Cl.[Ni].[Pt],-207.91018676757812
[Ni].[Pt],-223.80142211914062
Cl.[Ni].[Ti],-199.15289306640625
C.C,-202.51327514648438
Cl.[Pt],-216.47850036621094
I.[Pd],-179.37033081054688
Cl,-187.55763244628906
I,-223.6740264892578
Cl.[Cu],-170.48184204101562
O.O.[Pt].[Ti],-308.2938232421875
[Ti],-224.64288330078125
[Os].[Pt],-218.08584594726562
[Ni],-295.74615478515625
[Ti],-195.74600219726562
Br,-182.68328857421875
Cl.[Zn],-170.97119140625
[Zn],-241.63194274902344
Cl.Cl.[Zn],-177.27178955078125
Cl.[Cu],-208.68572998046875
Cl.[Ti],-204.3333740234375
Br.[Zn],-284.9310302734375
[Ni].[Ti],-166.74256896972656
[Ti],-205.21372985839844
Cl.O.[Pt].[Ti],-220.7386932373047
[Ni].[Ti],-226.11883544921875
[Pd].[Zn].[Zn],-179.92587280273438
Cl.[Ti].[Ti],-228.17648315429688
Cl.[Ti],-148.06777954101562
Cl.Cl.[Pt],-247.84475708007812
[Ti],-148.43185424804688
Br,-192.39175415039062
[Zn],-315.22900390625
[Ti],-176.4297332763672
Br.[Zn],-209.89938354492188
Cl.Cl,-165.72694396972656
[Pt],-184.56185913085938
[NaH],-193.42913818359375
C,-241.3456573486328
Cl.[Ti],-194.48243713378906
Cl.[Ti].[Ti],-114.70525360107422
Cl.[Ti],-204.3333740234375
[Cu].[Ti].[Ti].[Ti],-216.13626098632812
Cl.Cl.[Ti].[Ti],-234.70263671875
Cl,-221.1800994873047
Cl.O.O,-190.5858154296875
C,-241.3456573486328
[Ni].[Ti].[Ti],-187.72024536132812
Cl.Cl,-175.02207946777344
[Ti],-148.43185424804688
Cl.[Pt].[Pt],-192.2684326171875
I.I,-215.11732482910156
I.O.[Cu],-195.10523986816406
I.O,-186.349853515625
[Ni].[Pt],-164.14134216308594
[Ni].[Ti],-195.59976196289062
[Ti].[Ti],-267.2611083984375
Cl.[Zn],-184.69796752929688
[Cu].[Pd],-169.0362091064453
O.[NaH].[Pt],-207.63284301757812
Cl.[Ti].[Ti],-197.245849609375
[Pt].[Pt],-266.0731201171875
[Pt],-194.733154296875
Cl.Cl.[Zn].[Zn],-224.50209045410156
[Pt],-286.82720947265625
[Ni].[Ti],-200.5024871826172
O.[Pt].[Pt],-218.4559326171875
[Pd].[Zn],-194.71035766601562
O.O.[Ti].[Ti],-198.75363159179688
I,-154.88253784179688
Cl.[Fe].[Pt].[Pt],-221.2638397216797
Cl.[Cu],-208.68572998046875
Cl.Cl.[Zn],-187.4775390625
[Ni],-274.1326904296875
Cl.[Pt].[Ti].[Ti],-210.69680786132812
Cl.Cl,-203.0465087890625
[Pt],-244.45401000976562
Cl.O.[Zn],-225.4976806640625
Cl.Cl.Cl.[Ti],-214.12603759765625
O.[Os],-219.15338134765625
Cl.[Pt],-211.34738159179688
Cl.[Ni].[Pt].[Ti],-233.6929931640625
[Pt],-286.82720947265625
O.[NaH].[Os].[Os].[Pt],-266.47271728515625
Cl.Cl.Cl.O.[Ti],-233.1444549560547
[Zn].[Zn],-266.859619140625
Cl.Cl,-184.3818359375
Cl,-197.21023559570312
Cl.[Ti].[Zn],-228.0936279296875
[Ni].[Ti],-279.6585693359375
Cl.[Pt],-221.73594665527344
I.[Ti],-241.9999542236328
O.[Pt],-196.31991577148438
[Ti],-148.43185424804688
[Ru],-244.73831176757812
O.[Pt],-196.31991577148438
Cl.[NaH],-197.832275390625
Cl.[Ti].[Ti].[Ti],-180.53318786621094
[Zn],-241.63194274902344
Cl.O.[Pt],-141.1953125
Cl.Cl,-184.3818359375
Cl.[Fe],-148.33602905273438
Cl.Cl,-222.24098205566406
Cl.O.[Ti].[Ti],-156.7053985595703
Br,-163.35162353515625
[Ti],-195.74600219726562
[Zn],-304.7990417480469
I,-174.47683715820312
O.[Ag].[Os],-194.070068359375
O.O.[Pt].[Pt],-226.49293518066406
Cl.[Ti],-166.3546600341797
[Ti],-331.4948425292969
Cl.[Ni].[Ti],-178.40805053710938
I.[Cu],-196.08975219726562
[Pt].[Ti],-189.62918090820312
Br,-144.63143920898438
Br.Cl.[Ni],-197.27127075195312
Cl.[Ti],-194.48243713378906
Cl,-247.43661499023438
[Cu].[Ti],-151.23294067382812
I,-203.96377563476562
[Ti],-245.87255859375
Cl.[Zn],-204.25323486328125
O.[Cu],-184.77545166015625
Cl.Cl.[Ti],-208.28884887695312
Br,-182.68328857421875
[Pt].[Ti],-242.2809295654297
Cl.[Zn],-108.32852172851562
[Pt].[Pt],-210.99624633789062
Cl.Cl.[Pt],-165.1380157470703
[Ti].[Zn],-278.07476806640625
Cl.Cl,-203.0465087890625
Cl.[Ti].[Zn],-217.6699981689453
[Zn],-283.35455322265625
O.[NaH].[Ti],-189.5948944091797
C,-314.8976745605469
[Pt].[Pt],-156.38623046875
[Pt],-308.97906494140625
Cl.[Ti],-138.9725341796875
Br.[Zn],-214.70452880859375
[Zn].[Zn].[Zn],-103.09387969970703
Cl.Cl.[Zn],-145.8826904296875
Cl.I.[Pt],-264.94921875
[Cu].[Ti].[Ti],-148.64761352539062
[Zn].[Zn],-203.20413208007812
C,-241.3456573486328
O.[Ni].[Ti],-205.4910888671875
[Zn],-184.0396728515625
Cl.Cl,-307.21258544921875
[Ni],-147.16116333007812
Cl.Cl,-243.6465606689453
Cl.[Zn],-129.62025451660156
[Zn],-118.78187561035156
Cl.Cl.Cl.[Zn].[Zn],-294.41644287109375
Cl.Cl,-147.56588745117188
[Ti],-214.81954956054688
Cl.[Pt].[Pt],-181.9981231689453
Cl.[Ni],-168.12271118164062
Cl.Cl,-147.56588745117188
[Ni].[Ti],-195.59976196289062
[Pt].[Pt],-210.99624633789062
Br.Cl,-244.29483032226562
Cl.[Ni].[Ti],-178.40805053710938
Cl.Cl.[Pd],-213.91848754882812
[Zn].[Zn],-147.76718139648438
Cl.[Pt].[Pt],-202.7779541015625
Cl.[Pt],-201.17794799804688
[Os].[Pt].[Pt],-167.82472229003906
Br,-192.39175415039062
Cl.Cl.Cl,-228.2327117919922
Cl.[NaH].[Ti],-215.1041717529297
[Pt],-244.45401000976562
[Ti],-195.74600219726562
[Pt].[Pt],-227.1912841796875
Cl.[Pt].[Pt].[Pt],-187.27578735351562
Cl.[Zn],-224.89547729492188
[Ti].[Zn],-174.98681640625
I,-193.8667449951172
Cl.O.[Ti].[Ti],-156.7053985595703
[Pt],-244.45401000976562
O.O.[Pt],-167.21722412109375
C,-241.3456573486328
I.[Pd],-210.188232421875
O.[Ti].[Ti],-99.38821411132812
Cl,-247.43661499023438
Cl.Cl.Cl.[Ti],-224.83131408691406
O.[Pt].[Pt],-208.13763427734375
C,-167.67245483398438
I.O,-186.349853515625
Cl.Cl,-175.02207946777344
[Cu].[Ni],-179.27975463867188
[Pt].[Pt],-184.98751831054688
Cl,-173.26995849609375
Cl,-168.48849487304688
[Pd].[Pt],-216.6417694091797
[Zn],-241.63194274902344
I,-164.7791290283203
C,-241.3456573486328
[Pd].[Pt],-156.17799377441406
Cl.[Ti],-148.06777954101562
[Pt],-184.56185913085938
Cl.[Pt].[Pt],-244.6334228515625
[Ni],-242.95584106445312
Cl.Cl.Cl.[Ti],-186.89492797851562
Cl.Cl.[Pt],-144.48989868164062
[NaH].[NaH],-215.27960205078125
I.[Ti],-143.59471130371094
Cl.I,-244.17343139648438
Cl,-187.55763244628906
[Ni].[Ti],-166.74256896972656
Cl.[Pt].[Ti],-194.3751678466797
Cl.[Ti],-148.06777954101562
Cl.O.[Pt],-193.22299194335938
Cl,-206.77149963378906
C,-216.70748901367188
[Pt],-194.733154296875
[Ti],-166.86782836914062
Cl.I,-244.17343139648438
[Ni].[Ti].[Ti].[Ti],-203.28997802734375
[Ni].[Ti],-148.76693725585938
Cl.[Pt].[Zn],-308.19110107421875
Cl.[Ti].[Zn],-248.56069946289062
Cl.[Ni],-222.2726287841797
[Pt].[Pt].[Pt],-207.27001953125
[Pd].[Zn],-194.71035766601562
I.O.[Cu],-164.07142639160156
Cl.O,-240.59963989257812
Cl.Cl.Cl,-197.8922119140625
O.O.[Pt].[Pt],-256.9693908691406
[Pt].[Pt],-292.7447509765625
Cl.O.[Ti].[Ti],-122.40483093261719
Cl.Cl.[Ti].[Ti],-203.35293579101562
[Ni],-184.77252197265625
[Ni],-242.95584106445312
Cl,-268.35186767578125
[Ni].[Pt],-193.01719665527344
Cl.O.[Pt],-193.22299194335938
[Ni],-193.90011596679688
I.[Cu].[Zn],-219.22891235351562
Cl.Cl.[Zn],-197.74114990234375
Cl.[Pt],-144.60350036621094
C,-142.69155883789062
O.[Ni].[Pt],-183.07943725585938
[Ti],-224.64288330078125
Cl.Cl.[Zn],-207.9510955810547
Br,-192.39175415039062
[Pt].[Pt],-195.24359130859375
Cl.Cl.[Ti].[Zn],-181.29733276367188
C,-191.89324951171875
Cl,-150.31927490234375
Cl.Cl.[Pt],-144.48989868164062
[Ti],-148.43185424804688
[Ti],-148.43185424804688
Cl.[Pt].[Zn],-194.32232666015625
[Pt].[Ti],-165.83306884765625
Cl.Cl.[Pt],-206.74356079101562
O.[Pt],-156.92263793945312
O.[Pt].[Pt].[Pt],-214.99618530273438
Cl.[Pt].[Ti],-266.7415771484375
Cl.Cl.[Ti],-166.78530883789062
Cl.Cl,-243.6465606689453
[Ti].[Ti].[Ti],-248.05081176757812
Cl.[Zn],-166.47610473632812
[Ti],-245.87255859375
[Ag].[Pt],-297.7330322265625
Cl.[Zn],-129.62025451660156
[Ti].[Ti],-183.77056884765625
Cl.[Pd],-140.44541931152344
I.[Cu],-131.94862365722656
O.[Ti],-159.96292114257812
Cl.[Ti],-184.68731689453125
I.[Ni],-184.18292236328125
Cl.[Pt].[Pt],-223.70654296875
[Cu].[Zn].[Zn],-250.59585571289062
Cl.O.[Os].[Pd],-175.891845703125
Cl.[Pt].[Pt],-192.2684326171875
[NaH].[Ti],-237.31594848632812
Cl.O,-162.2620849609375
[Zn].[Zn],-165.9739532470703
Cl,-150.31927490234375
Br.Cl,-115.54977416992188
[Ni],-242.95584106445312
[Pt],-276.0957946777344
Cl.[Cu],-250.5001220703125
[Ni].[Ti],-279.6585693359375
[Pt].[Pt],-260.6980895996094
Cl.Cl.Cl.[Ti],-203.339111328125
Br,-125.22931671142578
[Ni].[Pt],-213.20751953125
Cl,-197.21023559570312
[NaH].[Ru],-216.3109130859375
Cl.[Pt].[Pt],-161.04293823242188
Cl.O.[Pt],-244.71038818359375
Br.[Ti],-199.96759033203125
[Pt].[Pt],-184.98751831054688
Br,-163.35162353515625
I.[Cu].[Zn],-198.73992919921875
[Zn],-241.63194274902344
Cl.O,-144.03573608398438
[Hg],-197.23739624023438
I.O,-196.54046630859375
Cl,-197.21023559570312
[KH],-163.16949462890625
[Pt],-244.45401000976562
Cl.[Ni].[Ti].[Ti],-159.8130340576172
Cl.[Ti],-225.02297973632812
Br.[Zn].[Zn],-194.8070526123047
I,-193.8667449951172
[Ni],-285.0289611816406
[Pt],-308.97906494140625
O.[Pt].[Pt],-155.51467895507812
[Cu],-149.70333862304688
O.[Pt].[Pt],-155.51467895507812
[Pt],-194.733154296875
Cl.[Pt],-191.22836303710938
[Zn],-221.29550170898438
Cl.Cl.[Ni].[Pt],-181.43310546875
[Pt].[Pt],-205.7616729736328
Cl.Cl.[Pt],-175.8556365966797
C,-283.0780029296875
Cl.[Ti].[Ti],-197.245849609375
Cl.O.[Ti],-215.54733276367188
[Ag].[Os].[Pt],-173.74053955078125
I.[Cu],-206.0132293701172
Cl.[NaH].[Ti],-204.510498046875
Cl,-247.43661499023438
Cl.[Cu],-198.5337371826172
Br.Cl.[Zn],-237.42547607421875
Cl,-201.97500610351562
Cl.[Zn],-166.47610473632812
[Ti].[Zn].[Zn],-196.49874877929688
Cl.[Cu],-124.07125854492188
[Ti].[Ti],-165.26963806152344
[Ti],-245.87255859375
[Cu].[Ti],-207.4070587158203
Cl.Cl.[Zn],-104.32356262207031
[Pt],-145.7165985107422
Cl,-310.65484619140625
O.[Pt].[Pt],-192.099853515625
[Pt],-308.97906494140625
C,-142.69155883789062
Cl,-187.55763244628906
[Zn],-146.61074829101562
[Ti],-267.02813720703125
Cl.[Zn],-246.66822814941406
Cl.Cl.[Ti],-208.28884887695312
[Fe].[Ti],-183.7040252685547
[Pt],-224.4398193359375
[NaH].[Pt],-303.140380859375
Cl.Cl,-175.02207946777344
Cl.Cl.[Pt],-144.48989868164062
Cl.[Pt],-244.27687072753906
[Ni],-170.54331970214844
I.[Cu],-196.08975219726562
Cl.[Ti],-194.48243713378906
I.[Cu],-186.38034057617188
Cl.[Cu].[Ti],-211.60165405273438
Cl.Cl.Cl.[Ti],-181.3634033203125
Cl.O.[Cu],-176.8795928955078
Cl.O.O,-190.5858154296875
Cl.Cl.[Pt],-144.48989868164062
Cl.I.[Cu],-166.5457305908203
Br.Cl,-126.98957061767578
[Pt],-224.4398193359375
Cl.[Ni].[Pt].[Ti],-191.83685302734375
Br.Cl.[Cu],-199.30751037597656
Cl.O.[Ti].[Ti],-262.84515380859375
[Zn].[Zn].[Zn],-155.730712890625
Cl.[Pt],-181.63064575195312
Cl.[Ni].[Zn],-199.11166381835938
Cl.[Zn],-184.69796752929688
[Ti],-120.16743469238281
Cl.O.[Ti].[Ti],-211.4341583251953
Cl.[Ti],-204.3333740234375
[Pt],-184.56185913085938
[Pd].[Zn],-138.80593872070312
Cl.[Ti],-268.63616943359375
Br.[NaH].[Pt],-167.04220581054688
[Zn],-294.1895751953125
[Pd],-142.3897247314453
Cl.O.[Cu],-187.3930206298828
Cl.Cl.Cl.[Ti],-148.10862731933594
Br.I,-139.62088012695312
Cl.[Os].[Ti].[Zn],-232.75326538085938
[Ti],-272.29705810546875
Cl.[Pt],-221.73594665527344
[Cu].[Ti],-187.77850341796875
[Pt].[Pt],-238.4896240234375
O.[Pt],-196.31991577148438
Cl.[Ti],-204.3333740234375
Br.Cl.[Ti],-164.61817932128906
[Ti],-195.74600219726562
Cl.[Ti].[Zn],-197.13461303710938
Br,-167.9440460205078
Cl.[Pt],-114.28279113769531
Cl.[Pt],-201.17794799804688
[Ti],-195.74600219726562
Cl.[Ti],-230.40882873535156
Cl.[NaH].[Pt].[Pt],-208.3424072265625
[Pd],-241.09532165527344
Cl.[Ni].[Ti],-250.09417724609375
Cl.[Pd],-196.6292724609375
[Ni].[Ti].[Ti],-228.86294555664062
[Pt].[Pt],-184.98751831054688
[Ti],-309.66021728515625
O.[Zn],-161.5613250732422
Cl.[Cu],-188.78553771972656
Cl,-268.35186767578125
Cl.[Pt],-211.34738159179688
Cl.[Cu],-229.32296752929688
Cl.Cl,-129.56394958496094
[Ni],-274.1326904296875
Cl,-111.45143127441406
O.[Pt].[Pt],-192.099853515625
[Ti],-267.02813720703125
Cl,-173.26995849609375
Cl.[Ni],-275.93194580078125
I.I,-215.11732482910156
[Pt],-244.45401000976562
Cl.[Zn].[Zn],-166.2259521484375
I.[Cu],-216.35943603515625
Cl.Cl.Cl.[Ti],-192.42642211914062
Cl.O.[Os].[Zn],-231.34494018554688
Cl.I,-265.9195556640625
I.[Cu].[Zn],-147.26519775390625
[Pt].[Pt],-216.27780151367188
Cl.[Ni].[Pt].[Ti],-180.79586791992188
Cl.[Pt].[Pt],-192.2684326171875
I.[Cu],-196.08975219726562
[Ti],-200.44927978515625
O.[Os],-177.97650146484375
I.O.[Os],-179.032470703125
Cl.[NaH],-217.5338134765625
C,-162.93527221679688
[Pt].[Pt],-184.98751831054688
[Pt].[Pt],-165.8612823486328
Cl,-187.55763244628906
Cl.[Ti],-194.48243713378906
Cl.[Pt].[Pt].[Pt],-219.18682861328125
Cl.[Zn],-194.34054565429688
[Ni],-242.95584106445312
Cl.[Ti],-129.57994079589844
Cl.O.[Pd],-159.31619262695312
Cl.[Ti],-300.31256103515625
O.[Pt],-161.69992065429688
Cl,-197.21023559570312
Br,-192.39175415039062
Cl.Cl.[Cu].[Ti],-194.454345703125
I.O.[Cu].[Os],-200.41122436523438
[Ru],-265.60101318359375
Cl.[Pt],-144.60350036621094
Cl.Cl.Cl.Cl.Cl[Cu].O.[Cu][Cu].[Pd].[Ti],-178.24423217773438
[Ni].[Ti],-269.1337890625
Cl.Cl.[Ti].[Ti],-170.287109375
[Ni].[Ti].[Ti],-167.2265167236328
